1469088.txt;3.0;1.28;3.0;5.0;5.0;2.6;3.4470587;1.4997884;HIGH
1897285.txt;1.2857143;0.96;1.3076923;5.0;5.0;4.3333335;1.5490196;0.38598832;LOW
1784031.txt;1.5714285;2.08;1.7692308;5.0;3.6666665;3.3333335;2.3159041;0.5637888;LOW
871631.txt;2.047619;0.64;1.9230769;5.0;5.0;3.6666665;3.3361342;1.0031743;LOW
644250.txt;2.142857;2.72;1.9230769;5.0;4.111111;2.3333333;2.4117646;0.8022983;LOW
219983.txt;2.4285715;0.32;2.3846154;5.0;5.0;4.3846154;4.1717644;1.2537465;LOW
1703761.txt;2.2380953;0.32;2.0769231;5.0;5.0;3.0;3.092879;1.1461084;LOW
186616.txt;3.3809524;0.16;3.3076923;5.0;5.0;4.285714;4.9041395;1.7884861;HIGH
1414676.txt;4.142857;0.16;3.7692308;5.0;5.0;4.5555553;5.0;2.0672023;HIGH
990384.txt;4.333333;1.28;4.3846154;5.0;4.68;3.4761906;4.467128;2.1391156;HIGH
1431839.txt;3.952381;0.48;3.1538463;5.0;5.0;4.5384617;4.5686274;1.8267163;HIGH
302140.txt;3.857143;0.0;3.4615386;5.0;5.0;4.5555553;4.892157;1.9377134;HIGH
1834502.txt;3.857143;0.32;3.9230769;5.0;5.0;4.68;4.7535014;1.9592407;HIGH
562823.txt;2.4285715;0.16;1.7692308;5.0;4.0;5.0;4.099744;1.0621427;LOW
589458.txt;1.8571429;0.96;1.7692308;5.0;5.0;3.6666665;3.80543;0.94608945;LOW
345396.txt;2.142857;1.44;2.0769231;2.3333333;3.5454545;3.6666665;3.0588236;0.9331937;LOW
749940.txt;1.7619047;0.0;1.6153846;5.0;5.0;4.428571;4.507003;1.0014311;LOW
594970.txt;3.0952382;0.0;3.1538463;5.0;4.5789475;3.6666665;5.0;1.7493949;HIGH
1365003.txt;3.1904762;0.64;3.6153846;5.0;5.0;4.612903;4.630252;1.6806388;HIGH
586583.txt;1.7619047;0.16;1.7692308;5.0;5.0;4.4;4.5498724;1.0198961;LOW
